order_id,item_id,quantity,unit_price,line_total
order_225,I014,1,129.99,129.99
order_225,I001,1,8.99,8.99
order_225,I009,6,249.99,1499.94
order_226,I011,4,199.99,799.96
order_227,I001,3,8.99,26.97
order_227,I013,7,149.99,1049.93
order_227,I024,1,16.99,16.99
order_228,I011,4,199.99,799.96
order_228,I007,1,12.99,12.99
order_228,I022,8,45.99,367.92
order_229,I006,2,29.99,59.98
order_229,I015,3,39.99,119.97
order_230,I008,2,89.99,179.98
order_231,I002,7,12.5,87.5
order_231,I024,1,16.99,16.99
order_231,I001,6,8.99,53.94
order_232,I018,5,24.99,124.95
order_232,I008,5,89.99,449.95
order_232,I004,2,15.99,31.98
order_233,I010,3,59.99,179.97
order_233,I022,4,45.99,183.96
order_234,I020,9,14.99,134.91
order_235,I017,2,12.99,25.98
order_235,I007,3,12.99,38.97
order_236,I004,2,15.99,31.98
order_237,I015,2,39.99,79.98
order_238,I023,4,69.99,279.96
order_239,I007,4,12.99,51.96
order_240,I004,5,15.99,79.95
order_241,I005,1,899.99,899.99
order_241,I009,2,249.99,499.98
order_242,I011,1,199.99,199.99
order_243,I013,7,149.99,1049.93
order_244,I016,4,19.99,79.96
order_244,I002,2,12.5,25.0
order_245,I021,5,18.99,94.95
order_245,I019,2,34.99,69.98
order_245,I017,4,12.99,51.96
order_246,I017,3,12.99,38.97
order_247,I018,2,24.99,49.98
order_247,I001,1,8.99,8.99
order_247,I010,3,59.99,179.97
order_248,I023,2,69.99,139.98
order_248,I017,4,12.99,51.96
order_248,I005,1,899.99,899.99
order_248,I001,1,8.99,8.99
order_248,I018,1,24.99,24.99
order_249,I007,8,12.99,103.92
order_249,I019,3,34.99,104.97
order_250,I005,6,899.99,5399.94
order_250,I002,3,12.5,37.5
order_251,I017,8,12.99,103.92
order_251,I013,8,149.99,1199.92
order_252,I001,6,8.99,53.94
order_252,I013,2,149.99,299.98
order_253,I001,2,8.99,17.98
order_254,I008,9,89.99,809.91
order_254,I009,3,249.99,749.97
order_254,I014,1,129.99,129.99
order_255,I014,2,129.99,259.98
order_256,I010,1,59.99,59.99
order_256,I003,2,5.99,11.98
order_257,I008,1,89.99,89.99
order_257,I018,2,24.99,49.98
order_258,I007,3,12.99,38.97
order_258,I010,1,59.99,59.99
order_259,I001,1,8.99,8.99
order_260,I015,3,39.99,119.97
order_260,I006,5,29.99,149.95
order_261,I005,2,899.99,1799.98
order_261,I022,2,45.99,91.98
order_261,I019,3,34.99,104.97
order_262,I018,2,24.99,49.98
order_262,I005,5,899.99,4499.95
order_262,I020,1,14.99,14.99
order_263,I024,1,16.99,16.99
order_263,I010,1,59.99,59.99
order_264,I018,1,24.99,24.99
order_265,I021,4,18.99,75.96
order_265,I023,5,69.99,349.95
order_265,I017,3,12.99,38.97
order_265,I001,2,8.99,17.98
order_266,I003,5,5.99,29.95
order_266,I016,2,19.99,39.98
order_266,I013,1,149.99,149.99
order_266,I004,4,15.99,63.96
order_267,I007,8,12.99,103.92
order_268,I024,2,16.99,33.98
order_268,I005,3,899.99,2699.97
order_268,I016,1,19.99,19.99
order_269,I019,1,34.99,34.99
order_269,I020,2,14.99,29.98
order_269,I017,6,12.99,77.94
order_270,I007,3,12.99,38.97
order_270,I001,1,8.99,8.99
order_271,I008,3,89.99,269.97
order_272,I007,3,12.99,38.97
order_273,I008,1,89.99,89.99
order_273,I020,2,14.99,29.98
order_274,I018,3,24.99,74.97
order_275,I021,6,18.99,113.94
order_275,I020,2,14.99,29.98
order_276,I004,3,15.99,47.97
order_276,I014,7,129.99,909.93
order_276,I012,3,349.99,1049.97
order_276,I011,2,199.99,399.98
order_276,I001,3,8.99,26.97
order_277,I013,1,149.99,149.99
order_277,I021,1,18.99,18.99
order_277,I023,7,69.99,489.93
order_278,I019,1,34.99,34.99
order_278,I016,6,19.99,119.94
order_278,I014,1,129.99,129.99
order_279,I023,2,69.99,139.98
order_279,I006,2,29.99,59.98
order_280,I002,1,12.5,12.5
order_281,I007,2,12.99,25.98
order_282,I005,2,899.99,1799.98
order_282,I002,3,12.5,37.5
order_283,I014,1,129.99,129.99
order_283,I003,3,5.99,17.97
order_283,I024,6,16.99,101.94
order_283,I010,5,59.99,299.95
order_284,I003,2,5.99,11.98
order_284,I011,5,199.99,999.95
order_284,I002,4,12.5,50.0
order_285,I001,6,8.99,53.94
order_285,I008,4,89.99,359.96
order_285,I014,5,129.99,649.95
order_285,I021,3,18.99,56.97
order_286,I014,5,129.99,649.95
order_287,I014,2,129.99,259.98
order_287,I022,3,45.99,137.97
order_288,I019,3,34.99,104.97
order_288,I020,1,14.99,14.99
order_288,I003,1,5.99,5.99
order_289,I023,7,69.99,489.93
order_289,I001,1,8.99,8.99
order_290,I006,2,29.99,59.98
order_291,I002,1,12.5,12.5
order_292,I011,1,199.99,199.99
order_292,I004,3,15.99,47.97
order_293,I004,7,15.99,111.93
order_293,I008,1,89.99,89.99
order_293,I013,5,149.99,749.95
order_293,I006,2,29.99,59.98
order_293,I014,4,129.99,519.96
order_294,I008,2,89.99,179.98
order_294,I022,4,45.99,183.96
order_294,I009,1,249.99,249.99
order_294,I023,1,69.99,69.99
order_295,I006,2,29.99,59.98
order_295,I014,10,129.99,1299.9
order_296,I001,5,8.99,44.95
order_296,I009,3,249.99,749.97
order_297,I002,7,12.5,87.5
order_297,I005,3,899.99,2699.97
order_297,I023,1,69.99,69.99
order_298,I008,2,89.99,179.98
order_298,I019,6,34.99,209.94
order_299,I015,2,39.99,79.98
order_299,I007,3,12.99,38.97
order_300,I018,1,24.99,24.99
order_300,I020,4,14.99,59.96
order_300,I017,5,12.99,64.95
order_301,I006,5,29.99,149.95
order_301,I001,8,8.99,71.92
order_301,I022,2,45.99,91.98
order_302,I008,2,89.99,179.98
order_303,I013,2,149.99,299.98
order_303,I001,5,8.99,44.95
order_303,I003,3,5.99,17.97
order_303,I022,8,45.99,367.92
order_303,I023,2,69.99,139.98
order_304,I016,1,19.99,19.99
order_304,I008,2,89.99,179.98
order_304,I014,1,129.99,129.99
order_305,I002,2,12.5,25.0
order_306,I016,2,19.99,39.98
order_307,I014,6,129.99,779.94
order_308,I004,3,15.99,47.97
order_309,I005,2,899.99,1799.98
order_310,I009,1,249.99,249.99
order_310,I021,2,18.99,37.98
order_310,I002,1,12.5,12.5
order_310,I018,3,24.99,74.97
order_311,I019,3,34.99,104.97
order_311,I021,1,18.99,18.99
order_311,I014,9,129.99,1169.91
order_312,I001,1,8.99,8.99
order_312,I009,2,249.99,499.98
order_312,I016,2,19.99,39.98
order_313,I001,2,8.99,17.98
order_313,I008,5,89.99,449.95
order_313,I024,2,16.99,33.98
order_313,I011,3,199.99,599.97
order_313,I005,1,899.99,899.99
order_314,I011,1,199.99,199.99
order_314,I021,2,18.99,37.98
order_315,I013,2,149.99,299.98
order_315,I016,3,19.99,59.97
order_316,I007,5,12.99,64.95
order_317,I006,3,29.99,89.97
order_318,I020,1,14.99,14.99
order_318,I005,1,899.99,899.99
order_319,I010,1,59.99,59.99
order_319,I013,2,149.99,299.98
order_319,I023,1,69.99,69.99
order_320,I013,1,149.99,149.99
order_321,I005,1,899.99,899.99
order_322,I020,3,14.99,44.97
order_323,I021,6,18.99,113.94
order_323,I009,2,249.99,499.98
order_323,I004,1,15.99,15.99
order_323,I003,6,5.99,35.94
order_323,I011,1,199.99,199.99
order_324,I023,5,69.99,349.95
order_325,I013,2,149.99,299.98
order_326,I021,1,18.99,18.99
order_327,I011,1,199.99,199.99
order_328,I006,1,29.99,29.99
order_328,I001,1,8.99,8.99
order_328,I012,3,349.99,1049.97
order_329,I002,2,12.5,25.0
order_329,I010,1,59.99,59.99
order_329,I001,1,8.99,8.99
order_329,I007,1,12.99,12.99
order_329,I009,2,249.99,499.98
order_330,I006,5,29.99,149.95
order_330,I017,2,12.99,25.98
order_330,I009,2,249.99,499.98
order_330,I021,8,18.99,151.92
order_331,I013,1,149.99,149.99
order_332,I018,6,24.99,149.94
order_332,I004,1,15.99,15.99
order_332,I011,3,199.99,599.97
order_333,I014,2,129.99,259.98
order_333,I020,2,14.99,29.98
order_333,I002,4,12.5,50.0
order_333,I015,2,39.99,79.98
order_334,I006,4,29.99,119.96
order_335,I024,3,16.99,50.97
order_335,I016,1,19.99,19.99
order_335,I005,2,899.99,1799.98
order_335,I009,7,249.99,1749.93
order_335,I023,6,69.99,419.94
order_336,I003,1,5.99,5.99
order_337,I009,1,249.99,249.99
order_337,I002,5,12.5,62.5
order_338,I017,5,12.99,64.95
order_339,I015,2,39.99,79.98
order_339,I021,1,18.99,18.99
order_340,I022,2,45.99,91.98
order_340,I024,2,16.99,33.98
order_340,I019,1,34.99,34.99
order_341,I004,4,15.99,63.96
order_341,I002,3,12.5,37.5
order_341,I010,1,59.99,59.99
order_342,I003,3,5.99,17.97
order_343,I010,4,59.99,239.96
order_343,I019,1,34.99,34.99
order_343,I009,1,249.99,249.99
order_343,I012,9,349.99,3149.91
order_344,I011,4,199.99,799.96
order_345,I013,3,149.99,449.97
order_345,I011,2,199.99,399.98
order_346,I012,1,349.99,349.99
order_347,I014,2,129.99,259.98
order_348,I007,2,12.99,25.98
order_348,I020,1,14.99,14.99
order_349,I009,7,249.99,1749.93
order_350,I021,1,18.99,18.99
order_351,I009,2,249.99,499.98
order_351,I002,1,12.5,12.5
order_351,I015,2,39.99,79.98
order_352,I021,3,18.99,56.97
order_353,I016,1,19.99,19.99
order_353,I019,1,34.99,34.99
order_354,I015,6,39.99,239.94
order_355,I022,2,45.99,91.98
order_355,I011,1,199.99,199.99
order_356,I004,3,15.99,47.97
order_356,I005,5,899.99,4499.95
order_356,I024,1,16.99,16.99
order_357,I014,6,129.99,779.94
order_357,I021,7,18.99,132.93
order_357,I012,2,349.99,699.98
order_357,I005,3,899.99,2699.97
order_358,I012,2,349.99,699.98
order_358,I019,1,34.99,34.99
order_359,I014,4,129.99,519.96
order_359,I007,3,12.99,38.97
order_359,I019,3,34.99,104.97
order_359,I016,3,19.99,59.97
order_359,I003,1,5.99,5.99
order_360,I008,2,89.99,179.98
order_360,I007,2,12.99,25.98
order_361,I015,1,39.99,39.99
order_362,I007,1,12.99,12.99
order_362,I002,1,12.5,12.5
order_363,I001,4,8.99,35.96
order_364,I007,3,12.99,38.97
order_365,I023,1,69.99,69.99
order_366,I022,1,45.99,45.99
order_367,I021,3,18.99,56.97
order_367,I006,3,29.99,89.97
order_367,I010,2,59.99,119.98
order_367,I016,4,19.99,79.96
order_368,I012,2,349.99,699.98
order_369,I014,5,129.99,649.95
order_369,I006,2,29.99,59.98
order_369,I013,1,149.99,149.99
order_369,I018,1,24.99,24.99
order_370,I010,1,59.99,59.99
order_371,I017,3,12.99,38.97
order_371,I024,1,16.99,16.99
order_372,I024,1,16.99,16.99
order_373,I021,2,18.99,37.98
order_374,I004,1,15.99,15.99
order_374,I015,1,39.99,39.99
order_374,I006,6,29.99,179.94
order_374,I014,7,129.99,909.93
order_375,I009,4,249.99,999.96
order_376,I017,1,12.99,12.99
order_376,I018,4,24.99,99.96
order_376,I011,1,199.99,199.99
order_377,I001,6,8.99,53.94
