order_id,user_id
order_166,U001
order_166,U002
order_166,U005
order_167,U003
order_167,U001
order_167,U002
order_167,U005
order_168,U001
order_168,U004
order_168,U006
order_168,U002
order_169,U003
order_169,U001
order_169,U002
order_169,U005
order_170,U003
order_170,U004
order_170,U006
order_170,U002
order_171,U003
order_171,U001
order_171,U004
order_171,U002
order_172,U001
order_172,U002
order_173,U003
order_173,U001
order_173,U006
order_173,U005
order_174,U003
order_174,U001
order_174,U006
order_174,U005
order_175,U003
order_175,U004
order_175,U006
order_175,U005
order_176,U003
order_176,U004
order_176,U002
order_176,U005
order_177,U001
order_177,U004
order_177,U002
order_177,U005
order_178,U001
order_178,U002
order_178,U006
order_178,U005
order_179,U005
order_179,U004
order_179,U002
order_179,U006
order_180,U001
order_180,U004
order_180,U006
order_180,U002
order_181,U001
order_181,U004
order_181,U002
order_181,U005
order_182,U001
order_182,U004
order_182,U002
order_182,U005
order_183,U003
order_183,U001
order_183,U004
order_183,U006
order_184,U001
order_184,U004
order_184,U002
order_184,U006
order_185,U003
order_185,U001
order_185,U004
order_185,U002
order_186,U003
order_186,U001
order_186,U006
order_186,U002
order_187,U002
order_187,U004
order_187,U006
order_187,U005
order_188,U003
order_188,U004
order_188,U006
order_188,U005
order_189,U003
order_189,U001
order_189,U006
order_189,U002
order_190,U001
order_190,U004
order_190,U002
order_190,U006
order_191,U003
order_191,U005
order_191,U006
order_191,U002
order_192,U003
order_192,U001
order_192,U004
order_192,U002
order_193,U001
order_193,U004
order_193,U006
order_193,U002
order_194,U001
order_194,U004
order_194,U006
order_194,U002
order_195,U001
order_195,U004
order_195,U002
order_195,U005
order_196,U001
order_196,U004
order_196,U002
order_196,U006
order_197,U003
order_197,U001
order_197,U006
order_197,U002
order_198,U003
order_198,U001
order_198,U006
order_198,U005
order_199,U001
order_199,U004
order_199,U006
order_199,U002
order_200,U003
order_200,U001
order_200,U004
order_200,U006
order_201,U003
order_201,U001
order_201,U004
order_201,U006
order_202,U001
order_202,U002
order_202,U006
order_202,U005
order_203,U003
order_203,U004
order_203,U006
order_203,U002
order_204,U003
order_204,U001
order_204,U002
order_204,U005
order_205,U001
order_205,U004
order_205,U002
order_205,U005
order_206,U001
order_206,U002
order_207,U003
order_207,U004
order_207,U002
order_207,U006
order_208,U003
order_208,U004
order_208,U002
order_208,U005
order_209,U003
order_209,U004
order_209,U006
order_209,U002
order_210,U003
order_210,U001
order_210,U006
order_210,U007
order_211,U003
order_211,U001
order_211,U004
order_211,U005
order_212,U003
order_212,U001
order_212,U004
order_212,U002
order_213,U001
order_213,U004
order_213,U006
order_213,U005
order_214,U001
order_214,U004
order_214,U006
order_214,U002
order_215,U006
order_215,U004
order_215,U002
order_215,U005
order_216,U003
order_216,U002
order_216,U006
order_216,U005
order_217,U003
order_217,U001
order_217,U004
order_217,U002
order_218,U001
order_218,U004
order_218,U002
order_218,U005
order_219,U003
order_219,U001
order_219,U004
order_219,U006
order_220,U001
order_220,U002
order_220,U006
order_220,U005
order_221,U003
order_221,U001
order_221,U004
order_221,U002
order_222,U003
order_222,U004
order_222,U002
order_222,U006
order_223,U001
order_223,U004
order_223,U006
order_223,U002
order_224,U003
order_224,U001
order_224,U004
order_224,U005
order_225,U003
order_225,U001
order_225,U004
order_225,U006
order_226,U003
order_226,U001
order_226,U006
order_226,U005
order_227,U001
order_227,U002
order_228,U003
order_228,U001
order_228,U006
order_228,U005
order_229,U001
order_229,U004
order_229,U002
order_229,U006
order_230,U003
order_230,U001
order_230,U002
order_230,U005
order_231,U003
order_231,U004
order_231,U006
order_231,U002
order_232,U001
order_232,U004
order_232,U002
order_232,U005
order_233,U003
order_233,U001
order_233,U006
order_233,U002
order_234,U004
order_234,U006
order_234,U002
order_234,U005
order_235,U003
order_235,U006
order_235,U002
order_235,U005
order_236,U001
order_236,U002
order_237,U001
order_237,U004
order_237,U002
order_237,U006
order_238,U003
order_238,U001
order_238,U004
order_238,U002
order_239,U001
order_239,U005
order_239,U006
order_239,U002
order_240,U003
order_240,U006
order_240,U002
order_240,U005
order_241,U001
order_241,U002
order_242,U003
order_242,U001
order_242,U004
order_242,U006
order_243,U003
order_243,U004
order_243,U002
order_243,U005
order_244,U001
order_244,U002
order_245,U003
order_245,U001
order_245,U006
order_245,U002
order_246,U001
order_246,U004
order_246,U002
order_246,U006
order_247,U003
order_247,U001
order_247,U006
order_247,U002
order_248,U001
order_248,U004
order_248,U006
order_248,U005
order_249,U003
order_249,U005
order_249,U006
order_249,U002
order_250,U001
order_250,U004
order_250,U006
order_250,U005
order_251,U003
order_251,U001
order_251,U004
order_251,U005
order_252,U003
order_252,U001
order_252,U002
order_252,U005
order_253,U003
order_253,U001
order_253,U006
order_253,U002
order_254,U001
order_254,U004
order_254,U002
order_254,U006
order_255,U003
order_255,U001
order_255,U006
order_255,U002
order_256,U003
order_256,U001
order_256,U004
order_256,U002
order_257,U003
order_257,U001
order_257,U004
order_257,U002
order_258,U001
order_258,U002
order_259,U003
order_259,U001
order_259,U004
order_259,U005
order_260,U003
order_260,U004
order_260,U006
order_260,U002
order_261,U001
order_261,U006
order_261,U002
order_261,U005
order_262,U001
order_262,U004
order_262,U002
order_262,U005
order_263,U001
order_263,U004
order_263,U002
order_263,U005
order_264,U003
order_264,U001
order_264,U006
order_264,U002
order_265,U003
order_265,U004
order_265,U002
order_265,U005
order_266,U003
order_266,U004
order_266,U006
order_266,U002
order_267,U003
order_267,U001
order_267,U004
order_267,U002
order_268,U003
order_268,U001
order_268,U004
order_268,U005
order_269,U003
order_269,U004
order_269,U006
order_269,U002
order_270,U003
order_270,U001
order_270,U002
order_270,U005
order_271,U005
order_271,U004
order_271,U006
order_271,U002
order_272,U003
order_272,U001
order_272,U004
order_272,U002
order_273,U003
order_273,U004
order_273,U002
order_273,U006
order_274,U001
order_274,U004
order_274,U006
order_274,U005
order_275,U002
order_275,U004
order_275,U006
order_275,U005
order_276,U003
order_276,U001
order_276,U004
order_276,U002
order_277,U001
order_277,U002
order_278,U003
order_278,U001
order_278,U004
order_278,U006
order_279,U003
order_279,U001
order_279,U002
order_279,U005
order_280,U001
order_280,U004
order_280,U002
order_280,U005
order_281,U001
order_281,U004
order_281,U002
order_281,U005
order_282,U001
order_282,U006
order_282,U002
order_282,U005
order_283,U001
order_283,U002
order_284,U001
order_284,U002
order_284,U006
order_284,U005
order_285,U001
order_285,U004
order_285,U006
order_285,U005
order_286,U003
order_286,U001
order_286,U004
order_286,U002
order_287,U001
order_287,U004
order_287,U002
order_287,U006
order_288,U001
order_288,U004
order_288,U006
order_288,U002
order_289,U001
order_289,U004
order_289,U002
order_289,U006
order_290,U003
order_290,U001
order_290,U004
order_290,U002
order_291,U001
order_291,U004
order_291,U006
order_291,U002
order_292,U003
order_292,U001
order_292,U006
order_292,U002
order_293,U003
order_293,U001
order_293,U004
order_293,U006
order_294,U001
order_294,U004
order_294,U002
order_294,U006
order_295,U001
order_295,U004
order_295,U006
order_295,U002
order_296,U003
order_296,U001
order_296,U004
order_296,U006
order_297,U003
order_297,U001
order_297,U004
order_297,U006
order_298,U003
order_298,U004
order_298,U006
order_298,U002
order_299,U001
order_299,U002
order_300,U003
order_300,U004
order_300,U002
order_300,U005
order_301,U003
order_301,U001
order_301,U002
order_301,U005
order_302,U001
order_302,U004
order_302,U002
order_302,U006
order_303,U001
order_303,U004
order_303,U002
order_303,U006
order_304,U003
order_304,U001
order_304,U004
order_304,U006
order_305,U003
order_305,U001
order_305,U006
order_305,U002
order_306,U003
order_306,U001
order_306,U004
order_306,U005
order_307,U003
order_307,U001
order_307,U004
order_307,U006
order_308,U005
order_308,U004
order_308,U006
order_308,U002
order_309,U003
order_309,U001
order_309,U004
order_309,U002
order_310,U003
order_310,U004
order_310,U002
order_310,U005
order_311,U003
order_311,U001
order_311,U004
order_311,U006
order_312,U003
order_312,U004
order_312,U006
order_312,U002
order_313,U003
order_313,U001
order_313,U006
order_313,U002
order_314,U003
order_314,U006
order_314,U002
order_314,U005
order_315,U001
order_315,U006
order_315,U002
order_315,U005
order_316,U006
order_316,U004
order_316,U002
order_316,U005
order_317,U001
order_317,U004
order_317,U006
order_317,U002
order_318,U003
order_318,U001
order_318,U002
order_318,U005
order_319,U003
order_319,U001
order_319,U004
order_319,U002
order_320,U003
order_320,U001
order_320,U004
order_320,U002
order_321,U003
order_321,U004
order_321,U006
order_321,U005
order_322,U003
order_322,U001
order_322,U004
order_322,U002
order_323,U003
order_323,U001
order_323,U004
order_323,U002
order_324,U003
order_324,U006
order_324,U002
order_324,U005
order_325,U003
order_325,U001
order_325,U004
order_325,U006
order_326,U003
order_326,U001
order_326,U004
order_326,U005
order_327,U003
order_327,U001
order_327,U006
order_327,U002
order_328,U003
order_328,U004
order_328,U006
order_328,U005
order_329,U003
order_329,U001
order_329,U004
order_329,U005
order_330,U003
order_330,U001
order_330,U006
order_330,U005
order_331,U001
order_331,U004
order_331,U006
order_331,U002
order_332,U001
order_332,U002
order_333,U001
order_333,U002
order_334,U003
order_334,U001
order_334,U004
order_334,U006
order_335,U003
order_335,U001
order_335,U004
order_335,U002
order_336,U003
order_336,U001
order_336,U004
order_336,U002
order_337,U003
order_337,U001
order_337,U006
order_337,U005
order_338,U003
order_338,U001
order_338,U004
order_338,U005
order_339,U005
order_339,U004
order_339,U006
order_339,U007
order_340,U001
order_340,U002
order_341,U003
order_341,U001
order_341,U002
order_341,U005
order_342,U003
order_342,U006
order_342,U002
order_342,U007
order_343,U003
order_343,U004
order_343,U006
order_343,U002
order_344,U003
order_344,U001
order_344,U004
order_344,U005
order_345,U001
order_345,U004
order_345,U006
order_345,U002
order_346,U001
order_346,U004
order_346,U002
order_346,U005
order_347,U003
order_347,U002
order_347,U006
order_347,U005
order_348,U003
order_348,U001
order_348,U006
order_348,U002
order_349,U001
order_349,U004
order_349,U006
order_349,U002
order_350,U004
order_350,U006
order_350,U002
order_350,U005
order_351,U001
order_351,U004
order_351,U006
order_351,U005
order_352,U003
order_352,U004
order_352,U006
order_352,U005
order_353,U001
order_353,U002
order_354,U003
order_354,U004
order_354,U006
order_354,U002
order_355,U003
order_355,U004
order_355,U006
order_355,U002
order_356,U001
order_356,U004
order_356,U006
order_356,U005
order_357,U001
order_357,U002
order_358,U001
order_358,U002
order_359,U003
order_359,U004
order_359,U002
order_359,U006
order_360,U005
order_360,U004
order_360,U002
order_360,U006
order_361,U003
order_361,U001
order_361,U004
order_361,U005
order_362,U003
order_362,U001
order_362,U006
order_362,U005
order_363,U003
order_363,U001
order_363,U006
order_363,U002
order_364,U003
order_364,U001
order_364,U004
order_364,U006
order_365,U003
order_365,U001
order_365,U006
order_365,U002
order_366,U003
order_366,U004
order_366,U006
order_366,U002
order_367,U001
order_367,U006
order_367,U002
order_367,U005
order_368,U001
order_368,U006
order_368,U002
order_368,U005
order_369,U003
order_369,U001
order_369,U004
order_369,U006
order_370,U003
order_370,U001
order_370,U006
order_370,U005
order_371,U001
order_371,U004
order_371,U002
order_371,U006
order_372,U003
order_372,U004
order_372,U006
order_372,U002
order_373,U001
order_373,U004
order_373,U002
order_373,U005
order_374,U003
order_374,U001
order_374,U004
order_374,U006
order_375,U005
order_375,U004
order_375,U006
order_375,U002
order_376,U003
order_376,U001
order_376,U006
order_376,U002
order_377,U003
order_377,U001
order_377,U004
order_377,U005
order_378,U001
order_378,U004
order_378,U006
order_378,U005
order_379,U003
order_379,U004
order_379,U002
order_379,U005
order_380,U003
order_380,U006
order_380,U002
order_380,U005
order_381,U003
order_381,U001
order_381,U006
order_381,U005
order_382,U003
order_382,U004
order_382,U006
order_382,U005
order_383,U003
order_383,U006
order_383,U002
order_383,U005
order_384,U001
order_384,U002
order_385,U001
order_385,U004
order_385,U006
order_385,U002
order_386,U003
order_386,U001
order_386,U002
order_386,U005
order_387,U003
order_387,U005
order_387,U006
order_387,U002
order_388,U003
order_388,U001
order_388,U004
order_388,U002
order_389,U001
order_389,U006
order_389,U002
order_389,U005
order_390,U003
order_390,U001
order_390,U004
order_390,U002
order_391,U001
order_391,U002
order_392,U001
order_392,U004
order_392,U002
order_392,U006
order_393,U001
order_393,U002
order_394,U003
order_394,U001
order_394,U004
order_394,U006
order_395,U003
order_395,U001
order_395,U006
order_395,U005
order_396,U003
order_396,U001
order_396,U002
order_396,U005
order_397,U001
order_397,U004
order_397,U006
order_397,U002
order_398,U003
order_398,U001
order_398,U004
order_398,U002
order_399,U001
order_399,U004
order_399,U006
order_399,U002
order_400,U003
order_400,U001
order_400,U006
order_400,U005
order_401,U003
order_401,U001
order_401,U004
order_401,U006
order_402,U003
order_402,U001
order_402,U002
order_402,U005
order_403,U005
order_403,U004
order_403,U006
order_403,U002
order_404,U006
order_404,U004
order_404,U002
order_404,U005
order_405,U003
order_405,U001
order_405,U004
order_405,U002
order_406,U001
order_406,U004
order_406,U006
order_406,U002
order_407,U003
order_407,U001
order_407,U006
order_407,U002
order_408,U001
order_408,U002
order_409,U003
order_409,U001
order_409,U004
order_409,U002
order_410,U003
order_410,U004
order_410,U006
order_410,U005
order_411,U001
order_411,U002
order_412,U001
order_412,U002
order_412,U006
order_412,U005
order_413,U001
order_413,U006
order_413,U002
order_413,U005
order_414,U003
order_414,U001
order_414,U002
order_414,U005
order_415,U003
order_415,U002
order_415,U006
order_415,U005
order_416,U003
order_416,U001
order_416,U002
order_416,U005
order_417,U005
order_417,U004
order_417,U006
order_417,U002
order_418,U001
order_418,U002
order_418,U006
order_418,U007
order_419,U001
order_419,U004
order_419,U006
order_419,U002
order_420,U003
order_420,U004
order_420,U006
order_420,U005
order_421,U003
order_421,U001
order_421,U004
order_421,U006
order_422,U003
order_422,U001
order_422,U002
order_422,U005
order_423,U001
order_423,U002
order_424,U001
order_424,U004
order_424,U002
order_424,U005
order_425,U003
order_425,U001
order_425,U002
order_425,U005
order_426,U003
order_426,U004
order_426,U002
order_426,U006
order_427,U001
order_427,U004
order_427,U002
order_427,U006
order_428,U003
order_428,U001
order_428,U004
order_428,U005
order_429,U001
order_429,U004
order_429,U006
order_429,U005
order_430,U003
order_430,U001
order_430,U004
order_430,U002
order_431,U003
order_431,U001
order_431,U002
order_431,U005
order_432,U001
order_432,U006
order_432,U002
order_432,U005
order_433,U003
order_433,U004
order_433,U006
order_433,U005
order_434,U001
order_434,U004
order_434,U006
order_434,U005
order_435,U001
order_435,U002
order_436,U003
order_436,U001
order_436,U002
order_436,U005
order_437,U001
order_437,U002
order_438,U001
order_438,U004
order_438,U006
order_438,U002
order_439,U003
order_439,U004
order_439,U002
order_439,U005
order_440,U001
order_440,U006
order_440,U002
order_441,U001
order_441,U004
order_441,U006
order_441,U002
order_442,U001
order_442,U004
order_442,U002
order_442,U006
order_443,U003
order_443,U001
order_443,U004
order_443,U002
order_444,U001
order_444,U002
order_444,U006
order_444,U005
order_445,U001
order_445,U002
order_446,U001
order_446,U002
order_447,U003
order_447,U001
order_447,U006
order_447,U002
order_448,U001
order_448,U002
order_449,U003
order_449,U001
order_449,U004
order_449,U005
order_450,U003
order_450,U004
order_450,U002
order_450,U006
order_451,U003
order_451,U001
order_451,U006
order_451,U002
order_452,U003
order_452,U001
order_452,U002
order_452,U005
order_453,U003
order_453,U001
order_453,U006
order_453,U002
order_454,U003
order_454,U004
order_454,U002
order_454,U005
order_455,U003
order_455,U001
order_455,U006
order_455,U005
order_456,U003
order_456,U001
order_456,U006
order_456,U002
order_457,U003
order_457,U004
order_457,U006
order_457,U005
order_458,U003
order_458,U001
order_458,U004
order_458,U006
order_459,U001
order_459,U005
order_459,U006
order_459,U002
order_460,U003
order_460,U002
order_460,U006
order_460,U005
order_461,U003
order_461,U001
order_461,U004
order_461,U002
order_462,U003
order_462,U001
order_462,U004
order_462,U006
order_463,U003
order_463,U001
order_463,U006
order_463,U002
order_464,U003
order_464,U002
order_464,U006
order_464,U005
order_465,U003
order_465,U004
order_465,U006
order_465,U002
order_466,U001
order_466,U004
order_466,U006
order_466,U005
order_467,U003
order_467,U001
order_467,U004
order_467,U002
order_468,U001
order_468,U004
order_468,U002
order_468,U005
order_469,U003
order_469,U001
order_469,U004
order_469,U006
order_470,U003
order_470,U001
order_470,U006
order_470,U005
order_471,U003
order_471,U001
order_471,U006
order_471,U002
order_472,U003
order_472,U004
order_472,U006
order_472,U005
order_473,U003
order_473,U001
order_473,U004
order_473,U006
order_474,U003
order_474,U001
order_474,U004
order_474,U006
order_475,U002
order_475,U004
order_475,U006
order_475,U005
order_476,U001
order_476,U004
order_476,U002
order_476,U006
order_477,U003
order_477,U001
order_477,U006
order_477,U005
order_478,U003
order_478,U001
order_478,U006
order_478,U002
order_479,U001
order_479,U004
order_479,U006
order_479,U005
order_480,U005
order_480,U004
order_480,U006
order_480,U002
order_481,U003
order_481,U001
order_481,U006
order_481,U002
order_482,U001
order_482,U002
order_483,U001
order_483,U002
order_484,U003
order_484,U004
order_484,U006
order_484,U005
order_485,U003
order_485,U001
order_485,U004
order_485,U006
order_486,U001
order_486,U002
order_487,U001
order_487,U004
order_487,U006
order_487,U002
order_488,U003
order_488,U001
order_488,U004
order_488,U002
order_489,U005
order_489,U004
order_489,U006
order_489,U002
order_490,U003
order_490,U004
order_490,U002
order_490,U005
order_491,U001
order_491,U004
order_491,U002
order_491,U005
order_492,U003
order_492,U004
order_492,U006
order_492,U002
order_493,U001
order_493,U006
order_493,U002
order_493,U005
order_494,U001
order_494,U002
order_494,U006
order_494,U005
order_495,U001
order_495,U004
order_495,U006
order_495,U002
order_496,U001
order_496,U004
order_496,U006
order_496,U005
order_497,U003
order_497,U004
order_497,U006
order_497,U005
order_498,U003
order_498,U001
order_498,U006
order_498,U002
order_499,U003
order_499,U001
order_499,U006
order_499,U002
order_500,U003
order_500,U001
order_500,U004
order_500,U006
order_501,U003
order_501,U001
order_501,U004
order_501,U006
order_502,U001
order_502,U004
order_502,U006
order_502,U002
order_503,U003
order_503,U001
order_503,U004
order_503,U006
order_504,U001
order_504,U004
order_504,U006
order_504,U005
order_505,U003
order_505,U001
order_505,U004
order_505,U006
order_506,U003
order_506,U001
order_506,U004
order_506,U002
order_507,U003
order_507,U001
order_507,U002
order_507,U005
order_508,U001
order_508,U004
order_508,U002
order_508,U006
order_509,U003
order_509,U001
order_509,U006
order_509,U002
order_510,U001
order_510,U006
order_510,U002
order_510,U005
order_511,U003
order_511,U004
order_511,U006
order_511,U002
order_512,U005
order_512,U004
order_512,U002
order_512,U006
order_513,U003
order_513,U001
order_513,U004
order_513,U006
order_514,U001
order_514,U004
order_514,U006
order_514,U002
order_515,U003
order_515,U001
order_515,U006
order_515,U005
order_516,U003
order_516,U001
order_516,U002
order_516,U007
order_517,U001
order_517,U002
order_518,U003
order_518,U001
order_518,U004
order_518,U006
order_519,U003
order_519,U001
order_519,U006
order_519,U005
order_520,U001
order_520,U004
order_520,U006
order_520,U002
order_521,U003
order_521,U006
order_521,U002
